"name","builds","builds_from","source_description","website","website_identity","website_looked_for","entity_type","founders","founders_source","dpiit_status","dpiit_stage","contact_email","contact_page","domain_registered","web_first_capture","build_tags","domain_tags","public_programmes","programme_count","publishing_organisations","hiring_roles","team_page","site_versions_2y","parked_homepage","papers_found","city","state","rdi_sector","rdi_subsector","rdi_project","placed_from","classifier_reasoning","tier","public_traces","on_record","on_record_basis","started","in_database","signals","page"
"Lifespark Technologies Pvt Ltd","WALK, a wearable device that uses neuromodulation and personalized therapy guidance to help people with Parkinson's disease improve their walking and reduce freezing episodes.","the company's own homepage","Improving mobility in Parkinsons Disease through Artificial Intelligence","https://www.lifesparktech.com/","verified","yes","company","Devendra Desai and Amey Desai Devendra","sine-iitb",,,"info@lifesparktech.com",,"2019-04-17",,"hardware; software","health","BIRAC; incubation at SINE, IIT Bombay; incubation at Venture Center, Pune","3","2","0","","","","4",,,"3","AI in Healthcare","AI assistive technologies for people with disabilities","description","Lifespark's AI-driven mobility improvement for Parkinson's Disease patients directly aligns with assistive technologies that enhance physical function and quality of life for people with neurological disabilities.","C","4","2021-01-01","cohort","2021","2026-09-12","4","https://rohitrao.in/upstream/c/lifespark-technologies"
"JyoSH AI Solutions Pvt. Ltd",,"","Integrated Agriculture Robot","https://www.jyoshrobot.com","verified","yes","company","Sharadchandra Lohokare","sine-iitb",,,,"https://jyoshrobot.com/contact/","2020-11-24",,"hardware","agriculture & food","BIRAC; incubation at SINE, IIT Bombay; incubation at Venture Center, Pune","3","2","","","","","0",,,"2","Intelligent Systems & Robotics","Autonomous navigation and perception","description","Jyosh AI Solutions develops an integrated agriculture robot that requires autonomous navigation and perception capabilities to operate in agricultural environments.","C","4","2020-01-01","cohort","2020","2026-09-12","4","https://rohitrao.in/upstream/c/jyosh-ai-solutions"
"QuNu Labs Private Limited","Quantum key distribution and quantum random number generation products for organizations needing post-quantum cryptography security.","the company's own homepage","Quantum physics for unconditional data security","https://www.qnulabs.com/","verified","yes","company","Sunil Gupta, Srinivas Aluri, Mark Mathias","sine-iitb",,,,"https://www.qnulabs.com/contact-us","2019-02-13",,"","","iDEX; incubation at IIT Madras Incubation Cell; incubation at SINE, IIT Bombay","3","2","","https://www.qnulabs.com/quantum-security-platform/quantum-key-management-system","","","21",,,"2","Quantum Technologies","Quantum communication: QKD over fibre and free space, quantum repeaters, satellite-based quantum communication","description","Qunu Labs uses quantum physics principles for data security, which aligns with quantum communication and QKD (Quantum Key Distribution) technologies that provide unconditional security guarantees through quantum mechanical principles.","C","4","2019-01-01","cohort","2019","2026-09-12","4","https://rohitrao.in/upstream/c/qunu-labs"
"ImmunoAdoptive Cell Therapy Pvt Ltd","NexCAR19, a CAR-T cell therapy for blood cancer, lymphoma, and leukemia patients in India.","the company's own homepage","CaR-T cell immunotherapy technology platform for cancer treatment","https://www.immunoact.com/","verified","yes","company","Prof. Rahul Purwar","sine-iitb",,,,"https://immunoact.com/contact/","2021-06-11",,"biological or chemical","health","BIRAC; DST; incubation at SINE, IIT Bombay","3","1","5","https://immunoact.com/about/","","","14",,,"4","Pharmaceuticals & Drug Development","Orphan drug development and advanced therapeutics","description","CAR-T cell immunotherapy is an advanced therapeutic platform requiring pre-clinical and clinical pharmaceutical R&D, fitting within orphan drug development for specialized cancer treatments.","C","4","2018-01-01","cohort","2018","2026-09-12","4","https://rohitrao.in/upstream/c/immunoadoptive-cell-therapy"
"Klonec Automation Systems Pvt Ltd",,"","Automated soil analysis system to provide results of soil nutrients.","https://krishitantra.com","associated","yes","company","Vishnuprasad Bhat,Sandeep Kondaji,Mukesh Sudarshan","sine-iitb",,,"","","","","","agriculture & food","MeitY; incubation at SINE, IIT Bombay","2","1","","","","","0",,,"5","Precision Agriculture & Soil Health","Advanced soil carbon sensing (in-situ sensors, IoT probes, remote sensing)","description","Klonec's automated soil analysis system using sensors to measure soil nutrients directly aligns with advanced soil sensing technologies that provide real-time data for soil health monitoring.","C","4","2017-01-01","cohort","2017","2026-09-12","4","https://rohitrao.in/upstream/c/klonec-automation-systems"
"Epocare Pvt Ltd",,"","Medical imaging and deep learning device to assess wound healing","http://www.epocare.in/","verified","yes","company","Deepak Kumar, Ayush Rawal, Abhishek Kumar","sine-iitb",,,,,"2017-01-03",,"hardware; software","health","BIRAC; DST; incubation at SINE, IIT Bombay","3","1","","","","","0",,,"4","Medical Devices & Diagnostics","AI/ML-powered diagnostic and imaging devices","description","Epocare's medical imaging device with deep learning for wound healing assessment directly matches AI/ML-powered diagnostic and imaging devices in the Medical Devices & Diagnostics sub-sector.","C","4","2016-01-01","cohort","2016","2026-09-12","4","https://rohitrao.in/upstream/c/epocare"
"Acuradyne Medical Systems Pvt Ltd",,"","Low cost arterial pulse wave analyzer","https://acuradyne.com","verified","yes","company","Prof. Santosh Noronha, Sushanth Poojary","sine-iitb",,,"contact@acuradyne.com",,"2012-04-02",,"","","BIRAC; DST; incubation at SINE, IIT Bombay","3","1","","","","","0",,,"4","Medical Devices & Diagnostics","Wearable health monitors and implantable biosensors","description","Acuradyne's arterial pulse wave analyzer is a wearable/portable diagnostic device for cardiovascular monitoring that fits within the medical devices and diagnostics sub-sector.","C","4","2014-01-01","cohort","2014","2026-09-12","4","https://rohitrao.in/upstream/c/acuradyne-medical-systems"
"MedPrime Technologies Pvt Ltd","CILIKA digital microscopes and MICALYS whole slide scanners for pathologists, laboratories, and medical educators to enable faster diagnosis and telepathology.","the company's own homepage","Smart phone based portable digital microscope","http://www.medprimetech.com/","verified","yes","company","Grishma Unikrishnan, Binal Jacob, Smarat, Mahesh Kumar Rathor","sine-iitb",,,"contact@medprimetech.com","https://www.medprimetech.com/contact-us/","2014-09-07",,"hardware","health","BIRAC; DST; incubation at SINE, IIT Bombay","3","1","0","https://www.medprimetech.com/e-waste-management/","","","2",,,"4","Medical Devices & Diagnostics","AI/ML-powered diagnostic and imaging devices","description","A smartphone-based portable digital microscope is a diagnostic imaging device that leverages mobile technology for point-of-care applications, aligning with AI/ML-powered diagnostic and imaging devices in the Medical Devices & Diagnostics sub-sector.","C","4","2014-01-01","cohort","2014","2026-09-12","4","https://rohitrao.in/upstream/c/medprime-technologies"
"NCF Green Energy Private Limited","Solar heating products for hot water, space heating, and industrial drying that use NCF (Nano Carbon Florets) material to convert sunlight to heat.","the company's own homepage","A new material called NCF (Nano Carbon Florets) with an exceptionally high solar thermal conversion efficiency of close to 90%","https://ncflabs.com/","verified","yes","company","Prof. Subramaniam Chandramouli, Shubham Tiwari","sine-iitb","recognised","EarlyTraction","subbu@ncflabs.com",,"2024-06-25",,"","energy; water & environment; manufacturing & industry","BIRAC; DPIIT recognition; incubation at SINE, IIT Bombay","3","2","","","","","","Mumbai","Maharashtra","1","Next-Generation Solar Cells","Cells with higher power conversion","description","NCF's nano carbon material achieves 90% solar thermal conversion efficiency, directly advancing higher power conversion in solar cell technology.","C","5","2023-01-01","cohort","2023","2026-09-12","5","https://rohitrao.in/upstream/c/ncf-green-energy"
"Roha369 Biotech Pvt Ltd",,"","Roha developed secondary packaging from mushroom mycelium and agricultural waste. This packaging potentially replaces need for polystyrene in consumer electronics (ACs, Ovens etc) and personal care products","https://roha.bio/","associated","yes","company","Aditya Srinivas Kandaala","sine-iitb",,,"","","","","hardware","agriculture & food; water & environment","BIRAC; MeitY; incubation at SINE, IIT Bombay","3","1","","","","","0",,,"4","Biomanufacturing & Bioengineering","Sustainable bioprocesses using agro-waste and CO2 conversion","description","Roha369 converts agricultural waste into mushroom mycelium-based packaging material, exemplifying sustainable bioprocessing that replaces petrochemical alternatives.","C","5","2023-01-01","cohort","2023","2026-09-12","5","https://rohitrao.in/upstream/c/roha369-biotech"
"Thrustworks Dynetics Pvt Ltd","A reusable 3D-printed 20 kN kerosene-oxygen rocket engine called ANYA for commercial space launch customers.","the company's own homepage","ANYA, a platform rocket engine which can be modified to suit the customer requirement through Variant Approach with Distributed Energy Release (DER) Model. This solution reduces cost and accelerates development time of propulsion system. We design and develop propulsion systems such as Rocket engine & Micro Combustor for commercialisation","https://www.thrustworksdynetics.in/","verified","yes","company","Manan Joshi, Kalyani Shinde, Vinith Shenoy","sine-iitb",,,,"https://www.thrustworksdynetics.in/contact-us","2023-02-25",,"hardware","energy; space & aerospace","DST; incubation at SINE, IIT Bombay","2","1","0","","","","0",,,"2","Space Technologies","Advanced and reusable launch vehicles, propulsion innovation (cryogenic / green propellants)","description","Thrustworks develops platform rocket engines with modular design capabilities to reduce cost and development time, which directly aligns with propulsion innovation for advanced launch vehicles.","C","5","2023-01-01","cohort","2023","2026-09-12","5","https://rohitrao.in/upstream/c/thrustworks-dynetics"
"Albatross Energetics Pvt Ltd","Liquid desiccant air handling units for HVAC systems that provide temperature and humidity control for commercial facilities.","the company's own homepage","A novel air conditioning mechanism to significantly reduce the energy consumption and carbon footprint","https://www.albatross-energetics.in/","verified","yes","company","Sudarsan Maheshwari, Seventhillingam, Balaji Shirhari, Milind Vishwanath Rane","sine-iitb","recognised","Validation",,"https://www.albatross-energetics.in/contact","2022-08-03",,"hardware","energy; water & environment; buildings & construction","BIRAC; DPIIT recognition; incubation at SINE, IIT Bombay","3","2","","","","","0","Tiruchirappalli","Tamil Nadu","1","Energy-Efficient Cooling","High efficiency air conditioners","description","Albatross Energetics develops a novel air conditioning mechanism designed to significantly reduce energy consumption and carbon footprint, which directly aligns with the high-efficiency air conditioners project type under the Energy-Efficient Cooling sub-sector.","C","5","2022-01-01","cohort","2022","2026-09-12","5","https://rohitrao.in/upstream/c/albatross-energetics"
